% Model,200309_CounterPump6 _temp5.mph
% Version,COMSOL 5.6.0.280
% Date,"Jul 19 2022, 10:08"
% Dimension,3
% Nodes,300
% Expressions,1
% Description,k2*(Rrel/sigm)*(productlog((sigm*I/(Rrel*k1))*exp((sigm*I/(Rrel*k1))-n*sigm*(z)))+productlog((sigm*I/(Rrel*k1))*exp((sigm*I/(Rrel*k1))+n*sigm*(z))))
% Length unit,cm
% X,Y,Z,Rop0 (1/s)
0,0,-0.3160535117056855,58.05356029917066
0,0,-0.306020066889632,57.53287707125634
0,0,-0.2959866220735785,57.030357533507804
0,0,-0.285953177257525,56.546033306048365
0,0,-0.2759197324414715,56.07990812201101
0,0,-0.265886287625418,55.631959912031334
0,0,-0.2558528428093645,55.20214305342962
0,0,-0.24581939799331098,54.7903907353576
0,0,-0.23578595317725748,54.396617393880526
0,0,-0.22575250836120397,54.02072117472351
0,0,-0.21571906354515047,53.6625863859222
0,0,-0.20568561872909696,53.3220859075943
0,0,-0.19565217391304346,52.99908353122271
0,0,-0.18561872909698995,52.69343620599007
0,0,-0.17558528428093645,52.40499617464564
0,0,-0.16555183946488294,52.133612985979404
0,0,-0.15551839464882944,51.87913537512928
0,0,-0.14548494983277593,51.641413006595116
0,0,-0.13545150501672243,51.420298077952495
0,0,-0.12541806020066892,51.21564678484567
0,0,-0.11538461538461542,51.02732064991485
0,0,-0.10535117056856191,50.85518771990798
0,0,-0.09531772575250841,50.69912363638511
0,0,-0.0852842809364549,50.55901258619168
0,0,-0.0752508361204014,50.434748138302695
0,0,-0.0652173913043479,50.32623397377456
0,0,-0.05518394648829439,50.233384515426685
0,0,-0.04515050167224066,50.1561254635574
0,0,-0.03511705685618716,50.09439424351191
0,0,-0.02508361204013365,50.04814037030006
0,0,-0.015050167224080148,50.01732573473578
0,0,-0.0050167224080266415,50.001924814762596
0,0,0.0050167224080268635,50.001924814762596
0,0,0.01505016722408037,50.01732573473578
0,0,0.025083612040133874,50.04814037030006
0,0,0.03511705685618738,50.09439424351191
0,0,0.045150501672240884,50.1561254635574
0,0,0.05518394648829439,50.233384515426685
0,0,0.0652173913043479,50.32623397377456
0,0,0.0752508361204014,50.434748138302695
0,0,0.0852842809364549,50.55901258619168
0,0,0.09531772575250841,50.699123636385124
0,0,0.10535117056856191,50.85518771990798
0,0,0.11538461538461542,51.02732064991485
0,0,0.12541806020066892,51.21564678484567
0,0,0.13545150501672243,51.420298077952495
0,0,0.14548494983277593,51.641413006595116
0,0,0.15551839464882944,51.87913537512928
0,0,0.16555183946488294,52.133612985979426
0,0,0.17558528428093645,52.40499617464564
0,0,0.18561872909698995,52.69343620599006
0,0,0.19565217391304346,52.99908353122271
0,0,0.20568561872909696,53.3220859075943
0,0,0.21571906354515047,53.6625863859222
0,0,0.22575250836120397,54.02072117472351
0,0,0.23578595317725748,54.396617393880526
0,0,0.24581939799331098,54.7903907353576
0,0,0.2558528428093645,55.20214305342962
0,0,0.2658862876254182,55.63195991203135
0,0,0.2759197324414717,56.07990812201102
0,0,0.2859531772575252,56.546033306048365
0,0,0.29598662207357873,57.030357533507804
0,0,0.30602006688963224,57.532877071256344
0,0,0.31605351170568574,58.053560299170684
0,0,0.32608695652173925,58.59234584039062
0,0,0.33612040133779275,59.14914095607323
0,0,0.34615384615384626,59.72382025224371
0,0,0.35618729096989976,60.316224742187565
0,0,0.36622073578595327,60.92616130165101
0,0,0.37625418060200677,61.55340254599835
0,0,0.3862876254180603,62.19768714863811
0,0,0.3963210702341137,62.85872060882294
0,0,0.4063545150501673,63.53617646481672
0,0,0.4163879598662208,64.22969793596043
0,0,0.42642140468227435,64.9388999649634
0,0,0.43645484949832786,65.66337162041151
0,0,0.4464882943143813,66.40267880959311
0,0,0.4565217391304348,67.15636724378757
0,0,0.4665551839464883,67.92396559250297
0,0,0.4765886287625419,68.70498876001199
0,0,0.4866220735785953,69.49894121697001
0,0,0.49665551839464883,70.3053203218085
0,0,0.5066889632107023,71.12361957073887
0,0,0.5167224080267561,71.95333172121883
0,0,0.5267558528428093,72.79395174119333
0,0,0.5367892976588631,73.64497954485618
0,0,0.5468227424749164,74.50592248460399
0,0,0.5568561872909701,75.37629757783583
0,0,0.5668896321070234,76.25563345589246
0,0,0.5769230769230771,77.14347203042
0,0,0.5869565217391304,78.03936987953993
0,0,0.5969899665551841,78.94289936227024
0,0,0.6070234113712374,79.85364947458093
0,0,0.6170568561872911,80.7712264642887
0,0,0.6270903010033444,81.69525422473072
0,0,0.6371237458193981,82.62537448890757
0,0,0.6471571906354514,83.56124684665447
0,0,0.6571906354515051,84.50254860752636
0,0,0.6672240802675584,85.44897453159476
0,0,0.6772575250836121,86.40023644939485
0,0,0.6872909698996654,87.35606279094077
0,0,0.6973244147157192,88.31619804217236
0,0,0.7073578595317724,89.28040214548791
0,0,0.7173913043478262,90.24844985924926
0,0,0.7274247491638794,91.22013008936955
0,0,0.7374581939799332,92.19524520437295
0,0,0.7474916387959869,93.17361034367313
0,0,0.7575250836120402,94.15505272729135
0,0,0.7675585284280939,95.13941097383324
0,0,0.7775919732441472,96.12653443227548
0,0,0.787625418060201,97.11628253198822
0,0,0.7976588628762542,98.10852415442143
0,0,0.8076923076923079,99.10313702902177
0,0,0.8177257525083612,100.10000715520142
0,0,0.8277591973244149,101.09902825154867
0,0,0.8377926421404682,102.10010123293905
0,0,0.847826086956522,103.10313371576613
0,0,0.8578595317725753,104.10803955115026
0,0,0.8678929765886291,105.1147383856957
0,0,0.8779264214046822,106.12315524913565
0,0,0.8879598662207359,107.13322016803232
0,0,0.8979933110367893,108.14486780456342
0,0,0.908026755852843,109.15803711933793
0,0,0.9180602006688963,110.1726710571166
0,0,0.92809364548495,111.18871625428139
0,0,0.9381270903010034,112.20612276687861
0,0,0.9481605351170571,113.2248438180669
0,0,0.9581939799331103,114.24483556381365
0,0,0.9682274247491641,115.26605687571191
0,0,0.9782608695652173,116.28846913982291
0,0,0.988294314381271,117.31203607049252
0,0,0.9983277591973243,118.3367235381304
0,0,1.008361204013378,119.36249940999272
0,0,1.0183946488294313,120.38933340305496
0,0,1.028428093645485,121.41719694811388
0,0,1.0384615384615383,122.4460630643043
0,0,1.048494983277592,123.47590624326918
0,0,1.0585284280936453,124.50670234226523
0,0,1.068561872909699,125.53842848553613
0,0,1.0785953177257528,126.57106297332768
0,0,1.088628762541806,127.60458519796217
0,0,1.0986622073578598,128.63897556643172
0,0,1.108695652173913,129.67421542900513
0,0,1.1187290969899668,130.71028701338278
0,0,1.12876254180602,131.7471733639661
0,0,1.1387959866220738,132.7848582858406
0,0,1.148829431438127,133.8233262931017
0,0,1.1588628762541808,134.86256256118142
0,0,1.1688963210702341,135.9025528828572
0,0,1.1789297658862878,136.94328362765376
0,0,1.1889632107023411,137.98474170436555
0,0,1.1989966555183948,139.02691452645257
0,0,1.2090301003344481,140.06978998008097
0,0,1.2190635451505019,141.11335639459617
0,0,1.2290969899665551,142.15760251523503
0,0,1.2391304347826089,143.2025174778987
0,0,1.2491638795986622,144.24809078582015
0,0,1.2591973244147159,145.29431228797648
0,0,1.2692307692307692,146.34117215910553
0,0,1.279264214046823,147.38866088120054
0,0,1.2892976588628762,148.43676922636232
0,0,1.29933110367893,149.48548824090423
0,0,1.3093645484949832,150.53480923060692
0,0,1.319397993311037,151.58472374703476
0,0,1.3294314381270902,152.63522357482742
0,0,1.339464882943144,153.68630071989065
0,0,1.3494983277591972,154.73794739841574
0,0,1.359531772575251,155.79015602666092
0,0,1.3695652173913042,156.84291921143657
0,0,1.379598662207358,157.8962297412384
0,0,1.3896321070234112,158.95008057797787
0,0,1.399665551839465,160.00446484926437
0,0,1.4096989966555187,161.05937584119513
0,0,1.419732441471572,162.11480699161476
0,0,1.4297658862876257,163.17075188380855
0,0,1.439799331103679,164.22720424059492
0,0,1.4498327759197327,165.2841579187887
0,0,1.459866220735786,166.341606904005
0,0,1.4698996655518397,167.39954530578046
0,0,1.479933110367893,168.45796735298552
0,0,1.4899665551839467,169.51686738950895
0,0,1.5,170.57623987019113
